rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
2048,0316-04-25T12:00:00Z,0316-05-04T12:00:00Z,10,0316-04-25T12:00:00Z,0,0,2,0.38503363728523254,"[{""component_p"":0.004139994736760855,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.009953288361430168,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
2049,1461-07-08T12:00:00Z,1461-07-08T12:00:00Z,1,1461-07-08T12:00:00Z,0,0,2,0.3845379650592804,"[{""component_p"":0.005880874115973711,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]},{""component_p"":0.007014878559857607,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2050,1890-11-29T12:00:00Z,1890-11-29T12:00:00Z,1,1890-11-29T12:00:00Z,0,0,2,0.3834460377693176,"[{""component_p"":0.004852295387536287,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]},{""component_p"":0.008523279801011086,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2051,1349-07-21T12:00:00Z,1349-07-24T12:00:00Z,4,1349-07-23T12:00:00Z,0,0,2,0.38319167494773865,"[{""component_p"":0.0053713154047727585,""best_module_id"":""m003"",""best_module_label"":""Neptune bridge into Saturn and inner ladder"",""families"":[""f01_2026_sep01""],""module_ids"":[""m003""],""bodies"":[""Neptune"",""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.007704202085733414,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2052,1034-01-10T12:00:00Z,1034-02-06T12:00:00Z,28,1034-01-10T12:00:00Z,0,0,2,0.3823851943016052,"[{""component_p"":0.005775448400527239,""best_module_id"":""m016"",""best_module_label"":""Mars\u2013Pluto\u2013Neptune 120+60 partition"",""families"":[""f05_2021_sep11""],""module_ids"":[""m016""],""bodies"":[""Mars"",""Pluto"",""Neptune""]},{""component_p"":0.007178423926234245,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]}]"
2053,0729-04-04T12:00:00Z,0729-04-04T12:00:00Z,1,0729-04-04T12:00:00Z,0,0,2,0.3821183741092682,"[{""component_p"":0.005264537874609232,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007879911921918392,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
2054,1630-10-03T12:00:00Z,1630-10-09T12:00:00Z,7,1630-10-09T12:00:00Z,0,0,2,0.38117119669914246,"[{""component_p"":0.004284617491066456,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f03_2026_feb28"",""f15_1918_spring""],""module_ids"":[""m009"",""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.009703239426016808,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
2055,1430-07-07T12:00:00Z,1430-07-07T12:00:00Z,1,1430-07-07T12:00:00Z,0,0,2,0.38110917806625366,"[{""component_p"":0.006128219421952963,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.006785104051232338,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]}]"
2056,1589-06-20T12:00:00Z,1589-06-23T12:00:00Z,4,1589-06-23T12:00:00Z,0,0,2,0.38096028566360474,"[{""component_p"":0.00420757569372654,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.00988570787012577,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]}]"
2057,1023-09-18T12:00:00Z,1023-09-19T12:00:00Z,2,1023-09-18T12:00:00Z,0,0,2,0.3790527880191803,"[{""component_p"":0.004261639900505543,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009803258813917637,""best_module_id"":""m065"",""best_module_label"":""May 22 dual-triad six-body assembly"",""families"":[""f15_1918_spring""],""module_ids"":[""m065""],""bodies"":[""Mercury"",""Pluto"",""Neptune"",""Venus"",""Jupiter"",""Mars""]}]"
2058,0472-03-18T12:00:00Z,0472-03-18T12:00:00Z,1,0472-03-18T12:00:00Z,0,0,2,0.37856751680374146,"[{""component_p"":0.005405105650424957,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]},{""component_p"":0.0077379923313856125,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2059,0172-01-08T12:00:00Z,0172-01-18T12:00:00Z,11,0172-01-11T12:00:00Z,0,0,2,0.3753398358821869,"[{""component_p"":0.005933586973696947,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]},{""component_p"":0.007101381663233042,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2060,0742-06-16T12:00:00Z,0742-06-20T12:00:00Z,5,0742-06-20T12:00:00Z,0,0,2,0.37507742643356323,"[{""component_p"":0.00424406910315156,""best_module_id"":""m021"",""best_module_label"":""Mercury\u2013Venus\u2013Mars triple node"",""families"":[""f07_2008_sep15""],""module_ids"":[""m021""],""bodies"":[""Mercury"",""Venus"",""Mars""]},{""component_p"":0.00993436574935913,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]}]"
2061,1443-04-23T12:00:00Z,1443-04-23T12:00:00Z,1,1443-04-23T12:00:00Z,0,0,2,0.37500202655792236,"[{""component_p"":0.004750924650579691,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]},{""component_p"":0.008876051753759384,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2062,0723-02-20T12:00:00Z,0723-02-25T12:00:00Z,6,0723-02-20T12:00:00Z,0,0,2,0.3723776936531067,"[{""component_p"":0.004292727448046207,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.009883004240691662,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
2063,0445-03-19T12:00:00Z,0445-03-23T12:00:00Z,5,0445-03-23T12:00:00Z,0,0,2,0.37197574973106384,"[{""component_p"":0.004287320654839277,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059"",""m063""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]},{""component_p"":0.009904630482196808,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
2064,0731-11-15T12:00:00Z,0731-11-15T12:00:00Z,1,0731-11-15T12:00:00Z,0,0,2,0.3717556297779083,"[{""component_p"":0.00519560556858778,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.008177267387509346,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
2065,0485-05-14T12:00:00Z,0485-05-18T12:00:00Z,5,0485-05-14T12:00:00Z,0,0,2,0.3711010813713074,"[{""component_p"":0.0042656948789954185,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.00997491367161274,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f02_2026_sep17"",""f06_2025_sep10"",""f08_1775_apr19"",""f15_1918_spring""],""module_ids"":[""m004"",""m018"",""m028"",""m065""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]}]"
2066,0691-01-02T12:00:00Z,0691-01-08T12:00:00Z,7,0691-01-08T12:00:00Z,0,0,2,0.3709942102432251,"[{""component_p"":0.004602246917784214,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.009247745387256145,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
2067,1144-01-17T12:00:00Z,1144-01-28T12:00:00Z,12,1144-01-23T12:00:00Z,0,0,2,0.36970633268356323,"[{""component_p"":0.005114508792757988,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.00834621861577034,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
2068,1385-04-23T12:00:00Z,1385-05-05T12:00:00Z,13,1385-04-29T12:00:00Z,0,0,2,0.3696233928203583,"[{""component_p"":0.005599738098680973,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]},{""component_p"":0.007624456658959389,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
2069,1156-07-24T12:00:00Z,1156-07-24T12:00:00Z,1,1156-07-24T12:00:00Z,0,0,2,0.36909186840057373,"[{""component_p"":0.006366103887557983,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006714820396155119,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
2070,1149-12-02T12:00:00Z,1149-12-08T12:00:00Z,7,1149-12-08T12:00:00Z,0,0,2,0.36796072125434875,"[{""component_p"":0.004408966284245253,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.009720810689032078,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
2071,0625-07-06T12:00:00Z,0625-07-06T12:00:00Z,1,0625-07-06T12:00:00Z,0,0,2,0.3662123680114746,"[{""component_p"":0.005483499262481928,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]},{""component_p"":0.00784747302532196,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2072,1170-09-02T12:00:00Z,1170-09-03T12:00:00Z,2,1170-09-03T12:00:00Z,0,0,2,0.36618179082870483,"[{""component_p"":0.00466306961607188,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f02_2026_sep17"",""f03_2026_feb28"",""f11_1913_dec23""],""module_ids"":[""m005"",""m008"",""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.009228822775185108,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]}]"
2073,1450-09-09T12:00:00Z,1450-09-24T12:00:00Z,16,1450-09-24T12:00:00Z,0,0,2,0.36600929498672485,"[{""component_p"":0.004387340042740107,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]},{""component_p"":0.009812720119953156,""best_module_id"":""m067"",""best_module_label"":""May 28 Mars/Jupiter plus Venus/Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m067""],""bodies"":[""Mars"",""Jupiter"",""Venus"",""Uranus""]}]"
2074,0743-02-12T12:00:00Z,0743-02-12T12:00:00Z,1,0743-02-12T12:00:00Z,0,0,2,0.36586105823516846,"[{""component_p"":0.004621169529855251,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.009319380857050419,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
2075,1839-01-02T12:00:00Z,1839-01-02T12:00:00Z,1,1839-01-02T12:00:00Z,0,0,2,0.36302196979522705,"[{""component_p"":0.004756330978125334,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.009113935753703117,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
2076,1107-07-21T12:00:00Z,1107-07-22T12:00:00Z,2,1107-07-21T12:00:00Z,0,0,2,0.3629368245601654,"[{""component_p"":0.005441599525511265,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.007967766374349594,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m037""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
2077,0513-08-29T12:00:00Z,0513-08-29T12:00:00Z,1,0513-08-29T12:00:00Z,0,0,2,0.3624604344367981,"[{""component_p"":0.004369769245386124,""best_module_id"":""m068"",""best_module_label"":""Mars\u2013Jupiter\u2013Pluto\u2013Saturn symmetric compression"",""families"":[""f16_2020_mar11""],""module_ids"":[""m068""],""bodies"":[""Mars"",""Jupiter"",""Pluto"",""Saturn""]},{""component_p"":0.009933014400303364,""best_module_id"":""m059"",""best_module_label"":""Apr 5 Pluto\u2013Mercury\u2013Neptune 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m059""],""bodies"":[""Pluto"",""Mercury"",""Neptune""]}]"
2078,0654-10-23T12:00:00Z,0654-10-27T12:00:00Z,5,0654-10-25T12:00:00Z,0,0,2,0.36236461997032166,"[{""component_p"":0.006449903827160597,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]},{""component_p"":0.0067310393787920475,""best_module_id"":""m037"",""best_module_label"":""Mercury\u2013Neptune\u2013Mars midpoint"",""families"":[""f10_1978_dec11"",""f16_2020_mar11""],""module_ids"":[""m037"",""m069""],""bodies"":[""Mercury"",""Neptune"",""Mars""]}]"
2079,0489-09-15T12:00:00Z,0489-09-15T12:00:00Z,1,0489-09-15T12:00:00Z,0,0,2,0.3604935109615326,"[{""component_p"":0.005937641952186823,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007343320641666651,""best_module_id"":""m064"",""best_module_label"":""May 22 Venus\u2013Jupiter\u2013Mars triad"",""families"":[""f15_1918_spring""],""module_ids"":[""m064""],""bodies"":[""Venus"",""Jupiter"",""Mars""]}]"
2080,0287-09-18T12:00:00Z,0287-09-23T12:00:00Z,6,0287-09-18T12:00:00Z,0,0,2,0.3595889210700989,"[{""component_p"":0.004603598732501268,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.009491035714745522,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
